id|dye_id|name|icon|symbol_add_name|symbol_add_desc
68|4512|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+2 Wit-4\0|a,Int+2 Wit-4\0
69|4513|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+2 Int-4\0|a,Men+2 Int-4\0
70|4514|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+2 Wit-4\0|a,Men+2 Wit-4\0
71|4515|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+2 Int-4\0|a,Wit+2 Int-4\0
72|4516|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+2 Men-4\0|a,Wit+2 Men-4\0
73|4517|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+2 Con-3\0|a,Str+2 Con-3\0
74|4518|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+2 Dex-3\0|a,Str+2 Dex-3\0
75|4519|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+2 Str-3\0|a,Con+2 Str-3\0
76|4520|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+2 Dex-3\0|a,Con+2 Dex-3\0
77|4521|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+2 Str-3\0|a,Dex+2 Str-3\0
78|4522|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+2 Con-3\0|a,Dex+2 Con-3\0
79|4523|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+2 Men-3\0|a,Int+2 Men-3\0
80|4524|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+2 Wit-3\0|a,Int+2 Wit-3\0
81|4525|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+2 Int-3\0|a,Men+2 Int-3\0
82|4526|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+2 Wit-3\0|a,Men+2 Wit-3\0
83|4527|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+2 Int-3\0|a,Wit+2 Int-3\0
84|4528|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+2 Men-3\0|a,Wit+2 Men-3\0
85|4529|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+3 Con-5\0|a,Str+3 Con-5\0
86|4530|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+3 Dex-5\0|a,Str+3 Dex-5\0
87|4531|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+3 Str-5\0|a,Con+3 Str-5\0
88|4532|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+3 Dex-5\0|a,Con+3 Dex-5\0
89|4533|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+3 Str-5\0|a,Dex+3 Str-5\0
90|4534|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+3 Con-5\0|a,Dex+3 Con-5\0
91|4535|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+3 Men-5\0|a,Int+3 Men-5\0
92|4536|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+3 Wit-5\0|a,Int+3 Wit-5\0
93|4537|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+3 Int-5\0|a,Men+3 Int-5\0
94|4538|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+3 Wit-5\0|a,Men+3 Wit-5\0
95|4539|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+3 Int-5\0|a,Wit+3 Int-5\0
96|4540|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+3 Men-5\0|a,Wit+3 Men-5\0
97|4541|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+3 Con-4\0|a,Str+3 Con-4\0
98|4542|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+3 Dex-4\0|a,Str+3 Dex-4\0
99|4543|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+3 Str-4\0|a,Con+3 Str-4\0
100|4544|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+3 Dex-4\0|a,Con+3 Dex-4\0
101|4545|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+3 Str-4\0|a,Dex+3 Str-4\0
102|4546|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+3 Con-4\0|a,Dex+3 Con-4\0
103|4547|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+3 Men-4\0|a,Int+3 Men-4\0
104|4548|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+3 Wit-4\0|a,Int+3 Wit-4\0
105|4549|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+3 Int-4\0|a,Men+3 Int-4\0
106|4550|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+3 Wit-4\0|a,Men+3 Wit-4\0
107|4551|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+3 Int-4\0|a,Wit+3 Int-4\0
108|4552|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+3 Men-4\0|a,Wit+3 Men-4\0
109|4553|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+1 Con-1\0|a,Str+1 Con-1\0
110|4554|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+1 Dex-1\0|a,Str+1 Dex-1\0
111|4555|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+1 Str-1\0|a,Con+1 Str-1\0
112|4556|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+1 Dex-1\0|a,Con+1 Dex-1\0
113|4557|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+1 Str-1\0|a,Dex+1 Str-1\0
114|4558|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+1 Con-1\0|a,Dex+1 Con-1\0
115|4559|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+1 Men-1\0|a,Int+1 Men-1\0
116|4560|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+1 Wit-1\0|a,Int+1 Wit-1\0
117|4561|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+1 Int-1\0|a,Men+1 Int-1\0
118|4562|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+1 Wit-1\0|a,Men+1 Wit-1\0
119|4563|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+1 Int-1\0|a,Wit+1 Int-1\0
120|4564|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+1 Men-1\0|a,Wit+1 Men-1\0
121|4565|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+4 Con-6\0|a,Str+4 Con-6\0
122|4566|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+4 Dex-6\0|a,Str+4 Dex-6\0
123|4567|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+4 Str-6\0|a,Con+4 Str-6\0
124|4568|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+4 Dex-6\0|a,Con+4 Dex-6\0
125|4569|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+4 Str-6\0|a,Dex+4 Str-6\0
126|4570|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+4 Con-6\0|a,Dex+4 Con-6\0
127|4571|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+4 Men-6\0|a,Int+4 Men-6\0
128|4572|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+4 Wit-6\0|a,Int+4 Wit-6\0
129|4573|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+4 Int-6\0|a,Men+4 Int-6\0
130|4574|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+4 Wit-6\0|a,Men+4 Wit-6\0
131|4575|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+4 Int-6\0|a,Wit+4 Int-6\0
132|4576|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+4 Men-6\0|a,Wit+4 Men-6\0
133|4577|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+4 Con-5\0|a,Str+4 Con-5\0
134|4578|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+4 Dex-5\0|a,Str+4 Dex-5\0
135|4579|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+4 Str-5\0|a,Con+4 Str-5\0
136|4580|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+4 Dex-5\0|a,Con+4 Dex-5\0
137|4581|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+4 Str-5\0|a,Dex+4 Str-5\0
138|4582|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+4 Con-5\0|a,Dex+4 Con-5\0
139|4583|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+4 Men-5\0|a,Int+4 Men-5\0
140|4584|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+4 Wit-5\0|a,Int+4 Wit-5\0
141|4585|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+4 Int-5\0|a,Men+4 Int-5\0
142|4586|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+4 Wit-5\0|a,Men+4 Wit-5\0
143|4587|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+4 Int-5\0|a,Wit+4 Int-5\0
144|4588|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+4 Men-5\0|a,Wit+4 Men-5\0
145|4589|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+2 Con-2\0|a,Str+2 Con-2\0
146|4590|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+2 Dex-2\0|a,Str+2 Dex-2\0
147|4591|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+2 Str-2\0|a,Con+2 Str-2\0
148|4592|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+2 Dex-2\0|a,Con+2 Dex-2\0
149|4593|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+2 Str-2\0|a,Dex+2 Str-2\0
150|4594|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+2 Con-2\0|a,Dex+2 Con-2\0
151|4595|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+2 Men-2\0|a,Int+2 Men-2\0
152|4596|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+2 Wit-2\0|a,Int+2 Wit-2\0
153|4597|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+2 Int-2\0|a,Men+2 Int-2\0
154|4598|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+2 Wit-2\0|a,Men+2 Wit-2\0
155|4599|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+2 Int-2\0|a,Wit+2 Int-2\0
156|4600|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+2 Men-2\0|a,Wit+2 Men-2\0
157|4601|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+3 Con-3\0|a,Str+3 Con-3\0
158|4602|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+3 Dex-3\0|a,Str+3 Dex-3\0
159|4603|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+3 Str-3\0|a,Con+3 Str-3\0
160|4604|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+3 Dex-3\0|a,Con+3 Dex-3\0
161|4605|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+3 Str-3\0|a,Dex+3 Str-3\0
162|4606|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+3 Con-3\0|a,Dex+3 Con-3\0
163|4607|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+3 Men-3\0|a,Int+3 Men-3\0
164|4608|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+3 Wit-3\0|a,Int+3 Wit-3\0
165|4609|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+3 Int-3\0|a,Men+3 Int-3\0
166|4610|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+3 Wit-3\0|a,Men+3 Wit-3\0
167|4611|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+3 Int-3\0|a,Wit+3 Int-3\0
168|4612|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+3 Men-3\0|a,Wit+3 Men-3\0
169|4613|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+4 Con-4\0|a,Str+4 Con-4\0
170|4614|a,Greater Dye of STR\0|a,icon.etc_str_symbol_i01\0|a,Str+4 Dex-4\0|a,Str+4 Dex-4\0
171|4615|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+4 Str-4\0|a,Con+4 Str-4\0
172|4616|a,Greater Dye of CON\0|a,icon.etc_con_symbol_i01\0|a,Con+4 Dex-4\0|a,Con+4 Dex-4\0
173|4617|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+4 Str-4\0|a,Dex+4 Str-4\0
174|4618|a,Greater Dye of DEX\0|a,icon.etc_dex_symbol_i01\0|a,Dex+4 Con-4\0|a,Dex+4 Con-4\0
175|4619|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+4 Men-4\0|a,Int+4 Men-4\0
176|4620|a,Greater Dye of INT\0|a,icon.etc_int_symbol_i01\0|a,Int+4 Wit-4\0|a,Int+4 Wit-4\0
177|4621|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+4 Int-4\0|a,Men+4 Int-4\0
178|4622|a,Greater Dye of MEN\0|a,icon.etc_men_symbol_i01\0|a,Men+4 Wit-4\0|a,Men+4 Wit-4\0
179|4623|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+4 Int-4\0|a,Wit+4 Int-4\0
180|4624|a,Greater Dye of WIT\0|a,icon.etc_wit_symbol_i01\0|a,Wit+4 Men-4\0|a,Wit+4 Men-4\0
181|17625|a,Lv1 Giant's Dye of STR\0|a,icon.lv1_1_hena_str\0|a,Str+3 Dex-2\0|a,Str+3 Dex-2\0
182|17626|a,Lv1 Giant's Dye of DEX\0|a,icon.lv1_1_hena_dex\0|a,Dex+3 Con-2\0|a,Dex+3 Con-2\0
183|17627|a,Lv1 Giant's Dye of CON\0|a,icon.lv1_1_hena_con\0|a,Con+3 Str-2\0|a,Con+3 Str-2\0
184|17628|a,Lv1 Giant's Dye of INT\0|a,icon.lv1_1_hena_int\0|a,Int+3 Wit-2\0|a,Int+3 Wit-2\0
185|17629|a,Lv1 Giant's Dye of WIT\0|a,icon.lv1_1_hena_wit\0|a,Wit+3 Men-2\0|a,Wit+3 Men-2\0
186|17630|a,Lv1 Giant's Dye of MEN\0|a,icon.lv1_1_hena_men\0|a,Men+3 Int-2\0|a,Men+3 Int-2\0
187|17631|a,Lv1 Ancient Dye of STR\0|a,icon.lv1_2_hena_str\0|a,Str+3 Dex-2 Resistance to Fire +5\0|a,Str+3 Dex-2 Resistance to Fire +5\0
188|17632|a,Lv1 Ancient Dye of DEX\0|a,icon.lv1_2_hena_dex\0|a,Dex+3 Con-2 Resistance to Earth +5\0|a,Dex+3 Con-2 Resistance to Earth +5\0
189|17633|a,Lv1 Ancient Dye of CON\0|a,icon.lv1_2_hena_con\0|a,Con+3 Str-2 Resistance to Darkness+5\0|a,Con+3 Str-2 Resistance to Darkness+5\0
190|17634|a,Lv1 Ancient Dye of INT\0|a,icon.lv1_2_hena_int\0|a,Int+3 Wit-2 Resistance to Water+5\0|a,Int+3 Wit-2 Resistance to Water+5\0
191|17635|a,Lv1 Ancient Dye of WIT\0|a,icon.lv1_2_hena_wit\0|a,Wit+3 Men-2 Resistance to Wind+5\0|a,Wit+3 Men-2 Resistance to Wind+5\0
192|17636|a,Lv1 Ancient Dye of MEN\0|a,icon.lv1_2_hena_men\0|a,MEN+3 INT-2 Resistance to Holy+5\0|a,MEN+3 INT-2 Resistance to Holy+5\0
193|17637|a,Lv1 Legendary Dye of STR\0|a,icon.lv1_3_hena_str\0|a,Str+3 Dex-1 Resistance to Fire +5\0|a,Str+3 Dex-1 Resistance to Fire +5\0
194|17638|a,Lv1 Legendary Dye of DEX\0|a,icon.lv1_3_hena_dex\0|a,Dex+3 Con-1 Resistance to Earth +5\0|a,Dex+3 Con-1 Resistance to Earth +5\0
195|17639|a,Lv1 Legendary Dye of CON\0|a,icon.lv1_3_hena_con\0|a,Con+3 Str-1 Resistance to Darkness+5\0|a,Con+3 Str-1 Resistance to Darkness+5\0
196|17640|a,Lv1 Legendary Dye of INT\0|a,icon.lv1_3_hena_int\0|a,Int+3 Wit-1 Resistance to Water+5\0|a,Int+3 Wit-1 Resistance to Water+5\0
197|17641|a,Lv1 Legendary Dye of WIT\0|a,icon.lv1_3_hena_wit\0|a,Wit+3 Men-1 Resistance to Wind+5\0|a,Wit+3 Men-1 Resistance to Wind+5\0
198|17642|a,Lv1 Legendary Dye of MEN\0|a,icon.lv1_3_hena_men\0|a,MEN+3 INT-1 Resistance to Holy+5\0|a,MEN+3 INT-1 Resistance to Holy+5\0
199|17643|a,Lv2 Giant's Dye of STR\0|a,icon.lv2_1_hena_str\0|a,Str+4 Dex-3\0|a,Str+4 Dex-3\0
200|17644|a,Lv2 Giant's Dye of DEX\0|a,icon.lv2_1_hena_dex\0|a,Dex+4 Con-3\0|a,Dex+4 Con-3\0
